order_id,customer_id,store_id,order_date,total_amount
ORD-00437,CUST-057,ST-TX-002,2024-11-15,75.00
ORD-00438,CUST-057,ST-TX-001,2025-05-20,160.00
ORD-00439,CUST-057,ST-PA-002,2025-07-01,75.00
ORD-00440,CUST-057,ST-TX-001,2025-07-02,69.97
ORD-00441,CUST-057,ST-TX-002,2025-07-09,230.00
ORD-00442,CUST-057,ST-NY-001,2025-08-23,115.00
ORD-00443,CUST-057,ST-FL-001,2025-09-05,115.00
ORD-00444,CUST-057,ST-FL-001,2025-09-28,98.97
ORD-00445,CUST-057,ST-CA-002,2025-10-24,230.00
ORD-00446,CUST-057,ST-TX-002,2025-11-25,78.00
ORD-00447,CUST-058,ST-PA-002,2022-04-09,170.00
ORD-00448,CUST-058,ST-FL-001,2023-06-28,115.00
ORD-00449,CUST-058,ST-CA-002,2023-07-03,69.97
ORD-00450,CUST-058,ST-PA-001,2023-07-29,115.00
ORD-00451,CUST-058,ST-PA-002,2023-11-04,140.00
ORD-00452,CUST-058,ST-CA-001,2024-03-24,140.00
ORD-00453,CUST-058,ST-FL-001,2024-08-23,130.00
ORD-00454,CUST-058,ST-PA-001,2024-09-27,98.97
ORD-00455,CUST-058,ST-TX-002,2025-02-28,140.00
ORD-00456,CUST-058,ST-FL-001,2025-11-15,160.00
ORD-00457,CUST-058,ST-CA-002,2026-04-12,155.00
ORD-00458,CUST-059,ST-PA-002,2021-04-09,160.00
ORD-00459,CUST-059,ST-TX-001,2021-07-09,115.00
ORD-00460,CUST-059,ST-TX-001,2021-08-31,140.00
ORD-00461,CUST-059,ST-TX-001,2022-08-25,75.00
ORD-00462,CUST-059,ST-PA-001,2024-08-19,165.00
ORD-00463,CUST-059,ST-CA-001,2024-12-26,155.00
ORD-00464,CUST-059,ST-TX-002,2025-04-26,85.00
ORD-00465,CUST-059,ST-PA-001,2025-08-23,155.00
ORD-00466,CUST-059,ST-PA-001,2025-10-30,150.00
ORD-00467,CUST-059,ST-TX-001,2025-11-11,155.00
ORD-00468,CUST-060,ST-PA-002,2024-04-28,295.00
ORD-00469,CUST-060,ST-FL-001,2025-03-20,140.00
ORD-00470,CUST-060,ST-CA-001,2025-03-29,140.00
ORD-00471,CUST-060,ST-CA-001,2025-04-27,60.00
ORD-00472,CUST-060,ST-PA-002,2025-05-29,69.97
ORD-00473,CUST-060,ST-TX-002,2025-05-30,170.00
ORD-00474,CUST-060,ST-NY-001,2026-03-31,140.00
ORD-00475,CUST-060,ST-NY-001,2026-05-06,78.00
ORD-00476,CUST-061,ST-TX-002,2025-01-18,75.00
ORD-00477,CUST-061,ST-CA-002,2025-03-23,160.00
ORD-00478,CUST-061,ST-CA-001,2025-09-02,140.00
ORD-00479,CUST-061,ST-TX-002,2025-11-23,165.00
ORD-00480,CUST-061,ST-NY-001,2026-01-01,295.00
ORD-00481,CUST-061,ST-TX-001,2026-02-18,140.00
ORD-00482,CUST-061,ST-TX-002,2026-02-22,115.00
ORD-00483,CUST-062,ST-PA-001,2021-12-10,160.00
ORD-00484,CUST-062,ST-FL-001,2022-02-09,69.97
ORD-00485,CUST-062,ST-TX-001,2022-04-23,60.00
ORD-00486,CUST-062,ST-CA-001,2022-10-10,140.00
ORD-00487,CUST-062,ST-FL-001,2023-07-25,155.00
ORD-00488,CUST-062,ST-CA-002,2023-12-20,260.00
ORD-00489,CUST-062,ST-PA-002,2024-12-26,75.00
ORD-00490,CUST-062,ST-CA-002,2025-08-25,230.00
ORD-00491,CUST-062,ST-NY-001,2025-09-07,160.00
ORD-00492,CUST-063,ST-TX-002,2019-03-28,150.00
ORD-00493,CUST-063,ST-PA-002,2019-05-02,260.00
ORD-00494,CUST-063,ST-NY-001,2019-09-01,170.00
ORD-00495,CUST-063,ST-FL-001,2022-06-16,140.00
ORD-00496,CUST-063,ST-PA-002,2023-09-05,160.00
ORD-00497,CUST-063,ST-TX-002,2024-03-21,78.00
ORD-00498,CUST-063,ST-PA-001,2024-06-06,165.00
ORD-00499,CUST-063,ST-PA-001,2024-10-12,150.00
ORD-00500,CUST-063,ST-CA-001,2026-05-06,270.00
ORD-00501,CUST-064,ST-TX-001,2025-10-27,115.00
ORD-00502,CUST-064,ST-CA-001,2025-11-15,115.00
ORD-00503,CUST-064,ST-TX-001,2026-02-08,180.00
ORD-00504,CUST-064,ST-PA-001,2026-02-23,75.00
ORD-00505,CUST-064,ST-FL-001,2026-03-24,250.00
ORD-00506,CUST-065,ST-PA-001,2022-03-17,140.00
ORD-00507,CUST-065,ST-CA-001,2023-06-16,69.97
ORD-00508,CUST-065,ST-TX-001,2024-03-04,270.00
ORD-00509,CUST-065,ST-PA-001,2024-04-25,75.00
ORD-00510,CUST-066,ST-CA-002,2024-02-14,140.00
ORD-00511,CUST-066,ST-CA-002,2024-03-10,69.97
ORD-00512,CUST-066,ST-FL-001,2024-04-14,260.00
ORD-00513,CUST-066,ST-CA-001,2024-08-04,160.00
ORD-00514,CUST-066,ST-FL-001,2024-08-26,170.00
ORD-00515,CUST-066,ST-PA-001,2025-04-08,78.00
ORD-00516,CUST-066,ST-FL-001,2025-09-03,160.00
ORD-00517,CUST-066,ST-TX-002,2025-10-05,69.97
ORD-00518,CUST-066,ST-CA-001,2025-12-21,150.00
ORD-00519,CUST-066,ST-PA-001,2025-12-25,98.97
ORD-00520,CUST-066,ST-NY-001,2026-05-20,160.00
ORD-00521,CUST-067,ST-FL-001,2017-07-14,155.00
ORD-00522,CUST-067,ST-NY-001,2020-06-19,130.00
ORD-00523,CUST-067,ST-TX-001,2023-09-26,140.00
ORD-00524,CUST-068,ST-CA-002,2019-10-31,295.00
ORD-00525,CUST-068,ST-CA-002,2020-02-04,165.00
ORD-00526,CUST-068,ST-CA-001,2020-11-19,115.00
ORD-00527,CUST-068,ST-PA-002,2020-12-02,115.00
ORD-00528,CUST-068,ST-PA-002,2021-05-18,140.00
ORD-00529,CUST-068,ST-PA-002,2026-04-05,180.00
ORD-00530,CUST-069,ST-TX-001,2020-05-06,160.00
ORD-00531,CUST-069,ST-CA-001,2021-03-26,75.00
ORD-00532,CUST-069,ST-TX-002,2021-10-30,165.00
ORD-00533,CUST-069,ST-CA-001,2023-04-23,160.00
ORD-00534,CUST-069,ST-PA-002,2023-05-24,140.00
ORD-00535,CUST-069,ST-PA-002,2025-03-05,115.00
ORD-00536,CUST-069,ST-NY-001,2025-09-15,140.00
ORD-00537,CUST-069,ST-TX-002,2025-12-22,125.97
ORD-00538,CUST-069,ST-NY-001,2026-01-25,75.00
ORD-00539,CUST-070,ST-CA-001,2018-01-06,78.00
ORD-00540,CUST-070,ST-CA-001,2020-02-09,130.00
ORD-00541,CUST-070,ST-FL-001,2020-02-10,125.97
ORD-00542,CUST-070,ST-PA-002,2020-08-11,75.00
ORD-00543,CUST-070,ST-TX-002,2020-09-23,170.00
ORD-00544,CUST-070,ST-FL-001,2021-01-23,170.00
ORD-00545,CUST-070,ST-CA-001,2021-03-17,115.00
ORD-00546,CUST-070,ST-CA-002,2021-04-15,165.00
ORD-00547,CUST-070,ST-CA-001,2023-05-18,140.00
ORD-00548,CUST-070,ST-PA-001,2024-09-23,270.00
ORD-00549,CUST-071,ST-PA-002,2022-06-19,140.00
ORD-00550,CUST-071,ST-TX-001,2023-06-20,160.00
ORD-00551,CUST-071,ST-PA-002,2024-07-30,295.00
ORD-00552,CUST-071,ST-TX-002,2025-07-13,170.00
ORD-00553,CUST-072,ST-TX-001,2023-08-14,140.00
ORD-00554,CUST-072,ST-NY-001,2024-02-26,140.00
ORD-00555,CUST-072,ST-PA-001,2024-08-21,180.00
ORD-00556,CUST-072,ST-PA-001,2024-09-28,85.00
ORD-00557,CUST-072,ST-TX-001,2025-01-05,180.00
ORD-00558,CUST-072,ST-PA-002,2025-02-24,140.00
ORD-00559,CUST-072,ST-TX-002,2025-03-20,140.00
ORD-00560,CUST-072,ST-TX-002,2025-05-10,130.00
ORD-00561,CUST-072,ST-TX-001,2025-06-16,160.00
ORD-00562,CUST-072,ST-TX-002,2026-03-26,130.00
ORD-00563,CUST-072,ST-NY-001,2026-05-05,69.97
ORD-00564,CUST-073,ST-FL-001,2023-11-29,78.00
ORD-00565,CUST-073,ST-CA-002,2024-03-02,260.00
ORD-00566,CUST-073,ST-CA-002,2024-04-08,98.97
ORD-00567,CUST-073,ST-TX-002,2025-08-17,180.00
ORD-00568,CUST-073,ST-TX-001,2025-10-26,69.97
ORD-00569,CUST-074,ST-FL-001,2018-05-18,75.00
ORD-00570,CUST-074,ST-TX-002,2018-09-12,230.00
ORD-00571,CUST-074,ST-PA-001,2019-07-22,125.97
ORD-00572,CUST-074,ST-FL-001,2019-10-29,75.00
ORD-00573,CUST-074,ST-TX-001,2020-07-01,69.97
ORD-00574,CUST-074,ST-FL-001,2021-05-22,75.00
ORD-00575,CUST-074,ST-FL-001,2023-05-16,130.00
ORD-00576,CUST-074,ST-PA-001,2023-10-07,75.00
ORD-00577,CUST-074,ST-NY-001,2024-02-16,75.00
ORD-00578,CUST-074,ST-TX-001,2025-04-01,140.00
ORD-00579,CUST-075,ST-NY-001,2018-02-14,140.00
ORD-00580,CUST-075,ST-TX-002,2019-04-01,115.00
ORD-00581,CUST-075,ST-PA-002,2020-05-23,140.00
ORD-00582,CUST-075,ST-PA-001,2020-05-26,260.00
ORD-00583,CUST-075,ST-CA-001,2020-06-18,155.00
ORD-00584,CUST-075,ST-CA-001,2023-02-15,115.00
ORD-00585,CUST-075,ST-PA-002,2024-09-24,160.00
ORD-00586,CUST-075,ST-CA-002,2025-09-09,140.00
ORD-00587,CUST-076,ST-FL-001,2025-04-03,170.00
ORD-00588,CUST-076,ST-CA-001,2025-07-15,180.00
ORD-00589,CUST-076,ST-TX-002,2025-10-25,100.00
ORD-00590,CUST-076,ST-TX-001,2025-12-07,75.00
ORD-00591,CUST-076,ST-TX-002,2025-12-26,170.00
ORD-00592,CUST-076,ST-NY-001,2026-03-22,230.00
ORD-00593,CUST-076,ST-PA-001,2026-04-12,170.00
ORD-00594,CUST-076,ST-CA-002,2026-05-24,75.00
ORD-00595,CUST-077,ST-TX-002,2023-08-24,140.00
ORD-00596,CUST-077,ST-TX-002,2024-01-27,165.00
ORD-00597,CUST-077,ST-PA-002,2024-07-12,140.00
ORD-00598,CUST-077,ST-TX-001,2024-07-23,250.00
ORD-00599,CUST-077,ST-CA-001,2024-08-05,75.00
ORD-00600,CUST-077,ST-TX-001,2025-03-17,140.00
ORD-00601,CUST-077,ST-TX-002,2025-07-11,140.00
ORD-00602,CUST-077,ST-NY-001,2025-07-31,170.00
ORD-00603,CUST-077,ST-FL-001,2025-08-03,155.00
ORD-00604,CUST-077,ST-CA-002,2025-09-01,125.97
ORD-00605,CUST-077,ST-CA-002,2026-01-04,140.00
ORD-00606,CUST-077,ST-NY-001,2026-03-04,140.00
ORD-00607,CUST-078,ST-CA-001,2022-04-27,295.00
ORD-00608,CUST-078,ST-NY-001,2022-10-03,250.00
ORD-00609,CUST-078,ST-TX-002,2023-08-01,250.00
ORD-00610,CUST-078,ST-NY-001,2023-09-23,160.00
ORD-00611,CUST-078,ST-NY-001,2023-10-06,85.00
ORD-00612,CUST-078,ST-CA-002,2026-05-20,140.00
ORD-00613,CUST-079,ST-PA-001,2024-04-24,140.00
ORD-00614,CUST-079,ST-TX-001,2024-06-26,75.00
ORD-00615,CUST-079,ST-NY-001,2024-11-04,160.00
ORD-00616,CUST-079,ST-TX-001,2024-12-13,100.00
ORD-00617,CUST-079,ST-CA-001,2025-09-25,115.00
ORD-00618,CUST-080,ST-PA-002,2025-05-06,155.00
ORD-00619,CUST-080,ST-TX-001,2025-05-06,160.00
ORD-00620,CUST-080,ST-FL-001,2025-08-27,250.00
ORD-00621,CUST-080,ST-FL-001,2026-02-06,180.00
ORD-00622,CUST-080,ST-NY-001,2026-02-06,100.00
ORD-00623,CUST-080,ST-PA-001,2026-05-28,295.00
ORD-00624,CUST-081,ST-TX-001,2020-03-26,85.00
ORD-00625,CUST-081,ST-CA-001,2020-04-11,69.97
ORD-00626,CUST-081,ST-FL-001,2020-05-17,78.00
ORD-00627,CUST-081,ST-CA-001,2020-10-08,100.00
ORD-00628,CUST-081,ST-NY-001,2020-11-26,180.00
ORD-00629,CUST-081,ST-CA-002,2023-01-13,155.00
ORD-00630,CUST-081,ST-CA-001,2023-02-02,170.00
ORD-00631,CUST-081,ST-CA-001,2023-03-11,140.00
ORD-00632,CUST-081,ST-TX-001,2026-01-03,125.97
ORD-00633,CUST-081,ST-TX-001,2026-02-11,140.00
ORD-00634,CUST-082,ST-CA-001,2025-07-30,85.00
ORD-00635,CUST-082,ST-CA-002,2025-08-19,75.00
ORD-00636,CUST-082,ST-NY-001,2025-09-24,165.00
ORD-00637,CUST-082,ST-PA-002,2025-09-29,270.00
ORD-00638,CUST-082,ST-FL-001,2025-10-14,130.00
ORD-00639,CUST-082,ST-CA-001,2025-11-03,170.00
ORD-00640,CUST-082,ST-TX-001,2026-01-08,160.00
ORD-00641,CUST-082,ST-PA-002,2026-01-11,180.00
ORD-00642,CUST-082,ST-TX-001,2026-03-02,60.00
ORD-00643,CUST-082,ST-NY-001,2026-04-08,180.00
ORD-00644,CUST-082,ST-CA-002,2026-04-20,75.00
ORD-00645,CUST-082,ST-CA-002,2026-04-23,69.97
ORD-00646,CUST-083,ST-PA-001,2023-09-21,155.00
ORD-00647,CUST-083,ST-NY-001,2023-10-18,295.00
ORD-00648,CUST-083,ST-TX-002,2024-03-03,150.00
ORD-00649,CUST-083,ST-CA-002,2025-02-22,160.00
ORD-00650,CUST-083,ST-PA-001,2025-07-01,260.00
ORD-00651,CUST-083,ST-PA-001,2025-07-15,75.00
ORD-00652,CUST-084,ST-CA-001,2023-12-31,260.00
ORD-00653,CUST-084,ST-CA-001,2024-04-04,115.00
ORD-00654,CUST-084,ST-PA-001,2026-02-12,180.00
ORD-00655,CUST-085,ST-CA-002,2018-06-26,85.00
ORD-00656,CUST-085,ST-CA-002,2021-01-18,140.00
ORD-00657,CUST-085,ST-NY-001,2021-06-07,165.00
ORD-00658,CUST-085,ST-TX-002,2021-10-03,180.00
ORD-00659,CUST-085,ST-FL-001,2022-10-26,150.00
ORD-00660,CUST-085,ST-TX-002,2023-08-25,230.00
ORD-00661,CUST-085,ST-FL-001,2024-01-01,180.00
ORD-00662,CUST-085,ST-FL-001,2024-02-13,170.00
ORD-00663,CUST-086,ST-CA-002,2025-12-18,140.00
ORD-00664,CUST-086,ST-CA-001,2026-01-10,115.00
ORD-00665,CUST-086,ST-PA-002,2026-01-31,125.97
ORD-00666,CUST-086,ST-CA-002,2026-02-17,140.00
ORD-00667,CUST-086,ST-CA-001,2026-03-06,115.00
ORD-00668,CUST-086,ST-PA-001,2026-03-10,180.00
ORD-00669,CUST-086,ST-NY-001,2026-04-03,140.00
ORD-00670,CUST-086,ST-FL-001,2026-04-20,140.00
ORD-00671,CUST-086,ST-TX-002,2026-05-20,160.00
ORD-00672,CUST-086,ST-CA-002,2026-05-21,60.00
ORD-00673,CUST-086,ST-TX-001,2026-05-24,180.00
ORD-00674,CUST-087,ST-CA-001,2020-02-21,115.00
ORD-00675,CUST-087,ST-FL-001,2021-04-25,130.00
ORD-00676,CUST-087,ST-CA-001,2021-11-04,75.00
ORD-00677,CUST-087,ST-CA-001,2022-01-31,140.00
ORD-00678,CUST-087,ST-PA-002,2022-04-29,170.00
ORD-00679,CUST-087,ST-CA-002,2023-06-08,170.00
ORD-00680,CUST-087,ST-NY-001,2023-10-09,85.00
ORD-00681,CUST-087,ST-NY-001,2023-11-12,230.00
ORD-00682,CUST-087,ST-CA-001,2024-10-05,75.00
ORD-00683,CUST-087,ST-NY-001,2025-04-17,165.00
ORD-00684,CUST-087,ST-NY-001,2025-12-14,295.00
ORD-00685,CUST-088,ST-FL-001,2017-03-10,230.00
ORD-00686,CUST-088,ST-NY-001,2020-08-13,60.00
ORD-00687,CUST-088,ST-FL-001,2023-02-06,115.00
ORD-00688,CUST-088,ST-PA-001,2023-07-07,260.00
ORD-00689,CUST-088,ST-TX-002,2024-12-30,75.00
ORD-00690,CUST-089,ST-FL-001,2020-05-11,130.00
ORD-00691,CUST-089,ST-CA-001,2021-05-06,140.00
ORD-00692,CUST-089,ST-CA-002,2022-03-17,180.00
ORD-00693,CUST-089,ST-CA-002,2022-09-08,140.00
ORD-00694,CUST-089,ST-PA-002,2023-05-12,140.00
ORD-00695,CUST-089,ST-CA-001,2023-11-01,140.00
ORD-00696,CUST-089,ST-CA-002,2024-11-13,140.00
ORD-00697,CUST-089,ST-CA-002,2026-06-01,270.00
ORD-00698,CUST-090,ST-CA-002,2020-12-23,160.00
ORD-00699,CUST-090,ST-PA-002,2022-02-21,100.00
ORD-00700,CUST-090,ST-CA-001,2022-03-11,270.00
ORD-00701,CUST-090,ST-TX-002,2022-05-04,260.00
ORD-00702,CUST-090,ST-TX-002,2022-11-04,180.00
ORD-00703,CUST-090,ST-NY-001,2024-02-08,155.00
ORD-00704,CUST-090,ST-CA-002,2024-06-05,60.00
ORD-00705,CUST-090,ST-CA-001,2024-09-18,150.00
ORD-00706,CUST-090,ST-NY-001,2025-04-08,130.00
ORD-00707,CUST-090,ST-PA-002,2025-09-26,270.00
ORD-00708,CUST-091,ST-CA-002,2020-04-25,160.00
ORD-00709,CUST-091,ST-CA-002,2020-07-08,230.00
ORD-00710,CUST-091,ST-TX-001,2020-11-13,140.00
ORD-00711,CUST-091,ST-FL-001,2021-02-08,75.00
ORD-00712,CUST-091,ST-TX-002,2021-03-11,75.00
ORD-00713,CUST-091,ST-CA-001,2022-08-14,75.00
ORD-00714,CUST-091,ST-PA-001,2022-12-18,250.00
ORD-00715,CUST-091,ST-NY-001,2023-03-03,160.00
ORD-00716,CUST-091,ST-PA-002,2024-02-14,150.00
ORD-00717,CUST-091,ST-TX-002,2024-10-23,150.00
ORD-00718,CUST-091,ST-CA-002,2025-07-14,170.00
ORD-00719,CUST-091,ST-NY-001,2025-12-20,130.00
ORD-00720,CUST-092,ST-PA-002,2019-12-11,165.00
ORD-00721,CUST-092,ST-TX-001,2021-07-16,75.00
ORD-00722,CUST-092,ST-CA-001,2021-12-10,180.00
ORD-00723,CUST-092,ST-CA-002,2021-12-22,180.00
ORD-00724,CUST-092,ST-TX-002,2023-05-28,75.00
ORD-00725,CUST-092,ST-PA-001,2024-01-13,165.00
ORD-00726,CUST-093,ST-NY-001,2023-10-30,140.00
ORD-00727,CUST-093,ST-PA-001,2025-04-18,100.00
ORD-00728,CUST-093,ST-TX-001,2025-06-14,165.00
ORD-00729,CUST-093,ST-CA-001,2025-09-08,115.00
ORD-00730,CUST-093,ST-TX-001,2025-10-15,115.00
ORD-00731,CUST-093,ST-TX-002,2026-02-15,140.00
ORD-00732,CUST-094,ST-TX-001,2020-03-04,230.00
ORD-00733,CUST-094,ST-CA-002,2023-07-21,160.00
ORD-00734,CUST-094,ST-CA-001,2024-07-22,160.00
ORD-00735,CUST-094,ST-TX-002,2025-11-17,155.00
ORD-00736,CUST-095,ST-TX-001,2023-06-11,75.00
ORD-00737,CUST-095,ST-CA-001,2024-05-21,180.00
ORD-00738,CUST-095,ST-PA-002,2024-09-18,75.00
ORD-00739,CUST-095,ST-FL-001,2025-11-01,140.00
ORD-00740,CUST-095,ST-PA-002,2026-02-07,180.00
ORD-00741,CUST-095,ST-CA-002,2026-04-24,75.00
ORD-00742,CUST-096,ST-CA-001,2019-07-27,180.00
ORD-00743,CUST-096,ST-TX-001,2020-06-12,155.00
ORD-00744,CUST-096,ST-CA-001,2020-10-07,140.00
ORD-00745,CUST-096,ST-CA-001,2021-01-21,75.00
ORD-00746,CUST-096,ST-FL-001,2022-01-01,78.00
ORD-00747,CUST-096,ST-CA-001,2022-03-13,140.00
ORD-00748,CUST-096,ST-CA-002,2024-03-25,170.00
ORD-00749,CUST-096,ST-CA-001,2025-05-31,140.00
ORD-00750,CUST-096,ST-TX-001,2025-11-27,230.00
ORD-00751,CUST-097,ST-PA-002,2019-12-23,270.00
ORD-00752,CUST-097,ST-TX-001,2020-07-20,155.00
ORD-00753,CUST-097,ST-PA-002,2020-07-30,160.00
ORD-00754,CUST-097,ST-TX-002,2022-03-03,75.00
ORD-00755,CUST-097,ST-PA-001,2024-11-11,250.00
ORD-00756,CUST-097,ST-FL-001,2025-03-08,115.00
ORD-00757,CUST-098,ST-TX-002,2018-05-18,295.00
ORD-00758,CUST-098,ST-NY-001,2019-01-21,180.00
ORD-00759,CUST-098,ST-CA-001,2020-05-30,155.00
ORD-00760,CUST-098,ST-CA-001,2021-03-28,180.00
ORD-00761,CUST-098,ST-NY-001,2021-09-10,270.00
ORD-00762,CUST-098,ST-PA-002,2022-03-26,115.00
ORD-00763,CUST-098,ST-NY-001,2022-09-19,230.00
ORD-00764,CUST-098,ST-PA-001,2023-09-08,170.00
ORD-00765,CUST-098,ST-CA-001,2025-06-19,140.00
ORD-00766,CUST-098,ST-PA-002,2025-08-10,140.00
ORD-00767,CUST-099,ST-FL-001,2020-10-18,115.00
ORD-00768,CUST-099,ST-CA-001,2021-12-27,180.00
ORD-00769,CUST-099,ST-PA-001,2023-06-25,160.00
ORD-00770,CUST-099,ST-PA-001,2024-04-09,165.00
ORD-00771,CUST-099,ST-PA-002,2025-02-19,115.00
ORD-00772,CUST-100,ST-PA-002,2022-01-15,180.00
ORD-00773,CUST-100,ST-TX-001,2022-04-29,250.00
ORD-00774,CUST-100,ST-CA-002,2022-04-30,75.00
ORD-00775,CUST-100,ST-TX-001,2022-09-01,160.00
ORD-00776,CUST-100,ST-CA-001,2023-01-08,140.00
ORD-00777,CUST-100,ST-NY-001,2023-05-09,140.00
ORD-00778,CUST-100,ST-NY-001,2023-09-24,260.00
ORD-00779,CUST-100,ST-TX-001,2023-10-06,180.00
ORD-00780,CUST-100,ST-PA-001,2024-04-26,165.00
ORD-00781,CUST-100,ST-FL-001,2025-04-05,140.00
ORD-00782,CUST-101,ST-CA-001,2024-10-03,270.00
ORD-00783,CUST-101,ST-FL-001,2025-03-15,295.00
ORD-00784,CUST-101,ST-CA-001,2025-05-21,160.00
ORD-00785,CUST-101,ST-PA-002,2025-09-23,180.00
ORD-00786,CUST-101,ST-CA-001,2025-10-28,75.00
ORD-00787,CUST-101,ST-TX-001,2025-12-14,75.00
ORD-00788,CUST-101,ST-PA-001,2026-03-15,125.97
ORD-00789,CUST-102,ST-PA-002,2026-06-01,115.00
ORD-00790,CUST-102,ST-CA-002,2026-06-03,140.00
ORD-00791,CUST-102,ST-NY-001,2026-06-04,140.00
ORD-00792,CUST-102,ST-TX-001,2026-06-04,155.00
ORD-00793,CUST-102,ST-TX-002,2026-06-05,180.00
ORD-00794,CUST-102,ST-FL-001,2026-06-10,140.00
ORD-00795,CUST-102,ST-TX-001,2026-06-10,115.00
ORD-00796,CUST-102,ST-NY-001,2026-06-12,155.00
ORD-00797,CUST-103,ST-PA-002,2019-10-26,160.00
ORD-00798,CUST-103,ST-CA-002,2020-08-18,140.00
ORD-00799,CUST-103,ST-NY-001,2024-03-01,140.00
ORD-00800,CUST-104,ST-CA-001,2023-07-18,230.00
ORD-00801,CUST-104,ST-NY-001,2024-03-24,250.00
ORD-00802,CUST-104,ST-FL-001,2025-11-17,260.00
ORD-00803,CUST-104,ST-NY-001,2026-03-13,150.00
ORD-00804,CUST-105,ST-NY-001,2018-12-07,140.00
ORD-00805,CUST-105,ST-CA-001,2019-05-29,75.00
ORD-00806,CUST-105,ST-PA-002,2019-11-14,85.00
ORD-00807,CUST-105,ST-TX-002,2021-04-13,140.00
ORD-00808,CUST-105,ST-TX-002,2024-02-13,115.00
ORD-00809,CUST-105,ST-NY-001,2026-01-15,75.00
ORD-00810,CUST-106,ST-CA-002,2022-07-13,160.00
ORD-00811,CUST-106,ST-CA-002,2022-11-15,140.00
ORD-00812,CUST-106,ST-TX-002,2023-02-24,160.00
ORD-00813,CUST-106,ST-TX-002,2023-05-24,75.00
ORD-00814,CUST-106,ST-CA-002,2023-07-14,160.00
ORD-00815,CUST-106,ST-TX-002,2023-11-13,115.00
ORD-00816,CUST-106,ST-FL-001,2024-04-10,140.00
ORD-00817,CUST-106,ST-PA-001,2024-05-12,165.00
ORD-00818,CUST-106,ST-PA-002,2024-12-14,125.97
ORD-00819,CUST-106,ST-TX-001,2025-03-10,140.00
ORD-00820,CUST-106,ST-TX-001,2025-12-24,170.00
ORD-00821,CUST-106,ST-PA-002,2026-04-03,260.00
ORD-00822,CUST-107,ST-PA-001,2026-04-04,115.00
ORD-00823,CUST-107,ST-PA-002,2026-05-10,115.00
ORD-00824,CUST-107,ST-CA-002,2026-05-28,160.00
ORD-00825,CUST-108,ST-PA-002,2022-03-29,75.00
ORD-00826,CUST-108,ST-TX-002,2022-09-24,115.00
ORD-00827,CUST-108,ST-PA-001,2022-10-02,69.97
ORD-00828,CUST-108,ST-CA-002,2023-03-11,130.00
ORD-00829,CUST-108,ST-PA-002,2024-03-09,140.00
ORD-00830,CUST-108,ST-PA-002,2024-04-06,155.00
ORD-00831,CUST-108,ST-NY-001,2024-07-05,115.00
ORD-00832,CUST-108,ST-FL-001,2024-08-21,165.00
ORD-00833,CUST-108,ST-CA-002,2025-06-05,180.00
ORD-00834,CUST-108,ST-NY-001,2025-09-17,170.00
ORD-00835,CUST-108,ST-FL-001,2026-03-11,155.00
ORD-00836,CUST-109,ST-PA-002,2019-12-23,115.00
ORD-00837,CUST-109,ST-FL-001,2020-06-28,155.00
ORD-00838,CUST-109,ST-FL-001,2020-11-22,115.00
ORD-00839,CUST-109,ST-TX-001,2022-05-05,270.00
ORD-00840,CUST-109,ST-CA-001,2023-01-05,165.00
ORD-00841,CUST-109,ST-PA-001,2025-12-23,69.97
ORD-00842,CUST-110,ST-CA-002,2019-12-27,130.00
ORD-00843,CUST-110,ST-CA-002,2020-05-04,75.00
ORD-00844,CUST-110,ST-TX-001,2022-05-27,155.00
ORD-00845,CUST-111,ST-PA-002,2016-10-20,115.00
ORD-00846,CUST-111,ST-PA-002,2018-07-27,78.00
ORD-00847,CUST-111,ST-PA-002,2019-03-02,170.00
ORD-00848,CUST-111,ST-TX-002,2019-04-19,180.00
ORD-00849,CUST-111,ST-PA-001,2020-04-03,130.00
ORD-00850,CUST-111,ST-CA-002,2021-06-18,160.00
ORD-00851,CUST-111,ST-CA-002,2022-11-27,115.00
ORD-00852,CUST-111,ST-PA-002,2023-08-03,160.00
ORD-00853,CUST-111,ST-CA-002,2023-10-13,170.00
ORD-00854,CUST-111,ST-FL-001,2024-12-05,75.00
ORD-00855,CUST-111,ST-FL-001,2025-03-06,75.00
ORD-00856,CUST-112,ST-PA-001,2019-08-21,180.00
ORD-00857,CUST-112,ST-CA-001,2020-05-02,180.00
ORD-00858,CUST-112,ST-PA-002,2020-06-03,140.00
ORD-00859,CUST-112,ST-TX-002,2022-07-22,140.00
ORD-00860,CUST-112,ST-CA-001,2023-01-24,75.00
ORD-00861,CUST-112,ST-TX-001,2023-03-22,75.00
ORD-00862,CUST-112,ST-FL-001,2023-11-24,75.00
ORD-00863,CUST-112,ST-TX-002,2024-02-01,260.00
ORD-00864,CUST-112,ST-CA-001,2025-12-13,75.00
ORD-00865,CUST-112,ST-CA-001,2026-03-16,78.00
ORD-00866,CUST-113,ST-FL-001,2024-09-20,125.97
ORD-00867,CUST-113,ST-NY-001,2025-07-03,75.00
ORD-00868,CUST-113,ST-NY-001,2025-09-01,115.00
ORD-00869,CUST-113,ST-FL-001,2026-01-23,140.00
ORD-00870,CUST-113,ST-TX-002,2026-03-29,130.00
ORD-00871,CUST-114,ST-CA-001,2019-09-04,115.00
ORD-00872,CUST-114,ST-FL-001,2019-10-18,78.00
