order_id,sku,quantity,price
ORD-00741,6006725,1,75.00
ORD-00742,HV8150-301,1,180.00
ORD-00743,IQ3928-001,1,155.00
ORD-00744,DV3853-001,1,140.00
ORD-00745,3026686-001,1,75.00
ORD-00746,6013582,1,78.00
ORD-00747,3025517-002,1,140.00
ORD-00748,6007639,1,170.00
ORD-00749,DV3853-001,1,140.00
ORD-00750,HQ2050-106,1,230.00
ORD-00751,HF6414-300,1,270.00
ORD-00752,HV8116-310,1,155.00
ORD-00753,6006030,1,160.00
ORD-00754,3026685-001,1,75.00
ORD-00755,6005377,1,250.00
ORD-00756,DD1503-101,1,115.00
ORD-00757,FD8311-300,1,295.00
ORD-00758,HV8113-103,1,180.00
ORD-00759,HV8116-310,1,155.00
ORD-00760,HV8150-301,1,180.00
ORD-00761,HF6414-300,1,270.00
ORD-00762,DD8959-100,1,115.00
ORD-00763,HQ2050-106,1,230.00
ORD-00764,6007639,1,170.00
ORD-00765,DV3853-001,1,140.00
ORD-00766,3026519,1,140.00
ORD-00767,DD1391-100,1,115.00
ORD-00768,FN8454-300,1,180.00
ORD-00769,3026534-100,1,160.00
ORD-00770,IQ3925-001,1,165.00
ORD-00771,CW2288-111,1,115.00
ORD-00772,HV8150-301,1,180.00
ORD-00773,6005377,1,250.00
ORD-00774,3026685-001,1,75.00
ORD-00775,3026534-100,1,160.00
ORD-00776,6008994,1,140.00
ORD-00777,3025517-002,1,140.00
ORD-00778,HF5668-003,1,260.00
ORD-00779,HV8113-103,1,180.00
ORD-00780,IQ3925-001,1,165.00
ORD-00781,FV2338-103,1,140.00
ORD-00782,HF6414-300,1,270.00
ORD-00783,FD8311-300,1,295.00
ORD-00784,3026534-100,1,160.00
ORD-00785,HV8113-103,1,180.00
ORD-00786,6006725,1,75.00
ORD-00787,3026686-001,1,75.00
ORD-00788,6005287,1,125.97
ORD-00789,CW2288-111,1,115.00
ORD-00790,3025517-002,1,140.00
ORD-00791,3025517-002,1,140.00
ORD-00792,IQ3928-001,1,155.00
ORD-00793,HV8150-301,1,180.00
ORD-00794,3026519,1,140.00
ORD-00795,DD1391-100,1,115.00
ORD-00796,HV8116-310,1,155.00
ORD-00797,IM2509-100,1,160.00
ORD-00798,3025517-002,1,140.00
ORD-00799,FV2338-103,1,140.00
ORD-00800,HQ2050-106,1,230.00
ORD-00801,6005377,1,250.00
ORD-00802,HF5668-003,1,260.00
ORD-00803,FV3929-103,1,150.00
ORD-00804,DV3853-001,1,140.00
ORD-00805,6006723,1,75.00
ORD-00806,6014417,1,85.00
ORD-00807,3025517-002,1,140.00
ORD-00808,DD8959-100,1,115.00
ORD-00809,3026685-001,1,75.00
ORD-00810,6006030,1,160.00
ORD-00811,DV3853-001,1,140.00
ORD-00812,3026534-100,1,160.00
ORD-00813,3026685-001,1,75.00
ORD-00814,6006030,1,160.00
ORD-00815,DD1391-100,1,115.00
ORD-00816,3025516-002,1,140.00
ORD-00817,IQ3925-001,1,165.00
ORD-00818,6005287,1,125.97
ORD-00819,6008994,1,140.00
ORD-00820,6007639,1,170.00
ORD-00821,HF5668-003,1,260.00
ORD-00822,CW2288-111,1,115.00
ORD-00823,CW2288-111,1,115.00
ORD-00824,6006030,1,160.00
ORD-00825,6006723,1,75.00
ORD-00826,CW2288-111,1,115.00
ORD-00827,3026175,1,69.97
ORD-00828,6000007,1,130.00
ORD-00829,3026519,1,140.00
ORD-00830,IQ3928-001,1,155.00
ORD-00831,DD1391-100,1,115.00
ORD-00832,IQ3925-001,1,165.00
ORD-00833,HV8150-301,1,180.00
ORD-00834,6007639,1,170.00
ORD-00835,HV8116-310,1,155.00
ORD-00836,DD1391-100,1,115.00
ORD-00837,IQ3928-001,1,155.00
ORD-00838,DD1503-101,1,115.00
ORD-00839,HF6414-300,1,270.00
ORD-00840,IQ3925-001,1,165.00
ORD-00841,3026175,1,69.97
ORD-00842,6000007,1,130.00
ORD-00843,6006725,1,75.00
ORD-00844,IQ3928-001,1,155.00
ORD-00845,DD1503-101,1,115.00
ORD-00846,6013582,1,78.00
ORD-00847,6007639,1,170.00
ORD-00848,FN8454-300,1,180.00
ORD-00849,6000007,1,130.00
ORD-00850,6006030,1,160.00
ORD-00851,DD1503-101,1,115.00
ORD-00852,3026534-100,1,160.00
ORD-00853,HF6416-300,1,170.00
ORD-00854,3026685-001,1,75.00
ORD-00855,3026685-001,1,75.00
ORD-00856,FN8454-300,1,180.00
ORD-00857,HV8150-301,1,180.00
ORD-00858,DV3854-001,1,140.00
ORD-00859,6008994,1,140.00
ORD-00860,3026686-001,1,75.00
ORD-00861,6006725,1,75.00
ORD-00862,6006723,1,75.00
ORD-00863,HF5668-003,1,260.00
ORD-00864,II7399-100,1,75.00
ORD-00865,6013582,1,78.00
ORD-00866,6005287,1,125.97
ORD-00867,II7399-100,1,75.00
ORD-00868,DD8959-100,1,115.00
ORD-00869,3026519,1,140.00
ORD-00870,6000007,1,130.00
ORD-00871,DD1503-101,1,115.00
ORD-00872,6013582,1,78.00
ORD-00873,FD8311-300,1,295.00
ORD-00874,6000007,1,130.00
ORD-00875,II7399-100,1,75.00
ORD-00876,3026685-001,1,75.00
ORD-00877,3026175,1,69.97
ORD-00878,IQ3928-001,1,155.00
ORD-00879,6013582,1,78.00
ORD-00880,II7399-100,1,75.00
ORD-00881,6005377,1,250.00
ORD-00882,FD8311-300,1,295.00
ORD-00883,3026535-100,1,160.00
ORD-00884,3021235,1,60.00
ORD-00885,IQ3928-001,1,155.00
ORD-00886,6014417,1,85.00
ORD-00887,3021235,1,60.00
ORD-00888,IQ3925-001,1,165.00
ORD-00889,3021235,1,60.00
ORD-00890,6006030,1,160.00
ORD-00891,6013582,1,78.00
ORD-00892,HV8116-310,1,155.00
ORD-00893,FD8311-300,1,295.00
ORD-00894,6009107,1,100.00
ORD-00895,FV3929-103,1,150.00
ORD-00896,3025517-002,1,140.00
ORD-00897,HV8150-301,1,180.00
ORD-00898,3025517-002,1,140.00
ORD-00899,HV8116-310,1,155.00
ORD-00900,6005377,1,250.00
ORD-00901,3026519,1,140.00
ORD-00902,HF5668-003,1,260.00
ORD-00903,3026501,1,98.97
ORD-00904,IQ3928-001,1,155.00
ORD-00905,6006725,1,75.00
ORD-00906,6013582,1,78.00
ORD-00907,HV8150-301,1,180.00
ORD-00908,HV8116-310,1,155.00
ORD-00909,FN8454-300,1,180.00
ORD-00910,6006725,1,75.00
ORD-00911,II7399-100,1,75.00
ORD-00912,HV8113-103,1,180.00
ORD-00913,6006725,1,75.00
ORD-00914,FN8454-300,1,180.00
ORD-00915,3026535-100,1,160.00
ORD-00916,3026175,1,69.97
ORD-00917,3026686-001,1,75.00
ORD-00918,DV3853-001,1,140.00
ORD-00919,6005377,1,250.00
ORD-00920,6008994,1,140.00
ORD-00921,6014417,1,85.00
ORD-00922,3026686-001,1,75.00
ORD-00923,FV2338-103,1,140.00
ORD-00924,6014417,1,85.00
ORD-00925,IQ3928-001,1,155.00
ORD-00926,3025517-002,1,140.00
ORD-00927,HV8113-103,1,180.00
ORD-00928,HV8116-310,1,155.00
ORD-00929,3026501,1,98.97
ORD-00930,IM2509-100,1,160.00
ORD-00931,3026685-001,1,75.00
ORD-00932,HF6416-300,1,170.00
ORD-00933,6000007,1,130.00
ORD-00934,HF6414-300,1,270.00
ORD-00935,3026519,1,140.00
ORD-00936,HF5668-003,1,260.00
ORD-00937,II7399-100,1,75.00
ORD-00938,HF6416-300,1,170.00
ORD-00939,DV3854-001,1,140.00
ORD-00940,3026501,1,98.97
ORD-00941,6009107,1,100.00
ORD-00942,HV8113-103,1,180.00
ORD-00943,6000007,1,130.00
ORD-00944,FV3929-103,1,150.00
ORD-00945,DD1503-101,1,115.00
ORD-00946,IM2509-100,1,160.00
ORD-00947,HQ2050-106,1,230.00
ORD-00948,6013582,1,78.00
ORD-00949,HV8150-301,1,180.00
ORD-00950,HF6416-300,1,170.00
ORD-00951,IQ3928-001,1,155.00
ORD-00952,HV8116-310,1,155.00
ORD-00953,3021235,1,60.00
ORD-00954,3026686-001,1,75.00
ORD-00955,6005287,1,125.97
ORD-00956,6007639,1,170.00
ORD-00957,3026535-100,1,160.00
ORD-00958,3026685-001,1,75.00
ORD-00959,FD8311-300,1,295.00
ORD-00960,6006723,1,75.00
ORD-00961,DD8959-100,1,115.00
ORD-00962,DD1503-101,1,115.00
ORD-00963,DV3853-001,1,140.00
ORD-00964,6008994,1,140.00
ORD-00965,3021235,1,60.00
ORD-00966,3025516-002,1,140.00
ORD-00967,6009107,1,100.00
ORD-00968,3026501,1,98.97
ORD-00969,IQ3928-001,1,155.00
ORD-00970,IQ3928-001,1,155.00
ORD-00971,6014417,1,85.00
ORD-00972,6006030,1,160.00
ORD-00973,6006723,1,75.00
ORD-00974,FV2338-103,1,140.00
ORD-00975,FD8311-300,1,295.00
ORD-00976,DD1391-100,1,115.00
ORD-00977,6005377,1,250.00
ORD-00978,6006723,1,75.00
ORD-00979,FN8454-300,1,180.00
ORD-00980,IQ3925-001,1,165.00
ORD-00981,HF6414-300,1,270.00
ORD-00982,3026686-001,1,75.00
ORD-00983,3026685-001,1,75.00
ORD-00984,IQ3925-001,1,165.00
ORD-00985,6006723,1,75.00
ORD-00986,3026501,1,98.97
ORD-00987,6007639,1,170.00
ORD-00988,3026686-001,1,75.00
ORD-00989,CW2288-111,1,115.00
ORD-00990,3026501,1,98.97
ORD-00991,3025517-002,1,140.00
ORD-00992,IQ3928-001,1,155.00
ORD-00993,6006030,1,160.00
ORD-00994,6005287,1,125.97
ORD-00995,3025517-002,1,140.00
ORD-00996,6013582,1,78.00
ORD-00997,FD8311-300,1,295.00
ORD-00998,6014417,1,85.00
ORD-00999,6009107,1,100.00
ORD-01000,3026534-100,1,160.00
ORD-01001,3026519,1,140.00
ORD-01002,6005377,1,250.00
ORD-01003,II7399-100,1,75.00
ORD-01004,FV3929-103,1,150.00
ORD-01005,DD1503-101,1,115.00
ORD-01006,HQ2050-106,1,230.00
ORD-01007,3026175,1,69.97
ORD-01008,3026685-001,1,75.00
ORD-01009,6005377,1,250.00
ORD-01010,6005287,1,125.97
ORD-01011,6000007,1,130.00
ORD-01012,HF5668-003,1,260.00
ORD-01013,HV8113-103,1,180.00
ORD-01014,HV8150-301,1,180.00
ORD-01015,HF6414-300,1,270.00
ORD-01016,6013582,1,78.00
ORD-01017,6008994,1,140.00
ORD-01018,HV8113-103,1,180.00
ORD-01019,DD1503-101,1,115.00
ORD-01020,HV8116-310,1,155.00
ORD-01021,CW2288-111,1,115.00
ORD-01022,3026519,1,140.00
ORD-01023,6005377,1,250.00
ORD-01024,HF5668-003,1,260.00
ORD-01025,3026501,1,98.97
ORD-01026,HF6414-300,1,270.00
ORD-01027,II7399-100,1,75.00
ORD-01028,CW2288-111,1,115.00
ORD-01029,6008994,1,140.00
ORD-01030,DD1391-100,1,115.00
ORD-01031,FN8454-300,1,180.00
ORD-01032,DV3853-001,1,140.00
ORD-01033,CW2288-111,1,115.00
ORD-01034,IQ3928-001,1,155.00
ORD-01035,6006030,1,160.00
ORD-01036,3026686-001,1,75.00
ORD-01037,DD1391-100,1,115.00
ORD-01038,HQ2050-106,1,230.00
ORD-01039,HV8150-301,1,180.00
ORD-01040,3026501,1,98.97
ORD-01041,6009107,1,100.00
ORD-01042,DV3854-001,1,140.00
ORD-01043,FN8454-300,1,180.00
ORD-01044,6008994,1,140.00
ORD-01045,FV3929-103,1,150.00
ORD-01046,6000007,1,130.00
ORD-01047,IQ3928-001,1,155.00
ORD-01048,HV8113-103,1,180.00
ORD-01049,3026686-001,1,75.00
ORD-01050,IQ3928-001,1,155.00
ORD-01051,HQ2050-106,1,230.00
ORD-01052,6005287,1,125.97
ORD-01053,6009107,1,100.00
ORD-01054,6013582,1,78.00
ORD-01055,HV8113-103,1,180.00
ORD-01056,DD1503-101,1,115.00
ORD-01057,6000007,1,130.00
ORD-01058,HF5668-003,1,260.00
ORD-01059,HF6416-300,1,170.00
ORD-01060,6006725,1,75.00
ORD-01061,HV8150-301,1,180.00
ORD-01062,HF5668-003,1,260.00
ORD-01063,3025516-002,1,140.00
ORD-01064,6006725,1,75.00
ORD-01065,6000007,1,130.00
ORD-01066,HF6414-300,1,270.00
ORD-01067,3026535-100,1,160.00
ORD-01068,HF6416-300,1,170.00
ORD-01069,6000007,1,130.00
ORD-01070,3026534-100,1,160.00
ORD-01071,3026501,1,98.97
ORD-01072,3026534-100,1,160.00
ORD-01073,DV3853-001,1,140.00
ORD-01074,FV3929-103,1,150.00
ORD-01075,CW2288-111,1,115.00
ORD-01076,3026501,1,98.97
ORD-01077,HF6416-300,1,170.00
ORD-01078,HQ2050-106,1,230.00
ORD-01079,DV3854-001,1,140.00
ORD-01080,HF6414-300,1,270.00
ORD-01081,HF5668-003,1,260.00
ORD-01082,3026534-100,1,160.00
ORD-01083,FV2338-103,1,140.00
ORD-01084,DD1391-100,1,115.00
ORD-01085,HF6414-300,1,270.00
ORD-01086,3026501,1,98.97
ORD-01087,3026686-001,1,75.00
ORD-01088,3026685-001,1,75.00
ORD-01089,6014417,1,85.00
ORD-01090,6005287,1,125.97
ORD-01091,3026534-100,1,160.00
ORD-01092,DD1503-101,1,115.00
ORD-01093,3026686-001,1,75.00
ORD-01094,6005377,1,250.00
ORD-01095,HF6416-300,1,170.00
ORD-01096,6006723,1,75.00
ORD-01097,6013582,1,78.00
ORD-01098,IQ3925-001,1,165.00
ORD-01099,IQ3925-001,1,165.00
ORD-01100,6005377,1,250.00
ORD-01101,FN8454-300,1,180.00
ORD-01102,3026685-001,1,75.00
ORD-01103,HV8113-103,1,180.00
ORD-01104,6006723,1,75.00
ORD-01105,3026686-001,1,75.00
ORD-01106,CW2288-111,1,115.00
ORD-01107,3026685-001,1,75.00
ORD-01108,DV3854-001,1,140.00
ORD-01109,6007639,1,170.00
ORD-01110,DD1503-101,1,115.00
ORD-01111,CW2288-111,1,115.00
ORD-01112,6006725,1,75.00
ORD-01113,6009107,1,100.00
ORD-01114,DD1391-100,1,115.00
ORD-01115,6006030,1,160.00
ORD-01116,FV3929-103,1,150.00
ORD-01117,HF5668-003,1,260.00
ORD-01118,3026686-001,1,75.00
ORD-01119,FN8454-300,1,180.00
ORD-01120,FN8454-300,1,180.00
ORD-01121,IQ3928-001,1,155.00
ORD-01122,3025516-002,1,140.00
ORD-01123,3026175,1,69.97
ORD-01124,IM2509-100,1,160.00
ORD-01125,3026501,1,98.97
ORD-01126,II7399-100,1,75.00
ORD-01127,FV3929-103,1,150.00
ORD-01128,FD8311-300,1,295.00
ORD-01129,IQ3925-001,1,165.00
ORD-01130,HV8116-310,1,155.00
ORD-01131,3026685-001,1,75.00
ORD-01132,3026535-100,1,160.00
ORD-01133,3026175,1,69.97
ORD-01134,HV8116-310,1,155.00
ORD-01135,3026501,1,98.97
ORD-01136,3025516-002,1,140.00
ORD-01137,FV3929-103,1,150.00
ORD-01138,3025516-002,1,140.00
ORD-01139,6006725,1,75.00
ORD-01140,DV3853-001,1,140.00
ORD-01141,II7399-100,1,75.00
ORD-01142,HV8113-103,1,180.00
ORD-01143,HQ2050-106,1,230.00
ORD-01144,6007639,1,170.00
ORD-01145,6000007,1,130.00
ORD-01146,DV3853-001,1,140.00
ORD-01147,CW2288-111,1,115.00
ORD-01148,6006723,1,75.00
ORD-01149,6006723,1,75.00
ORD-01150,3026501,1,98.97
ORD-01151,6000007,1,130.00
ORD-01152,FN8454-300,1,180.00
ORD-01153,3026685-001,1,75.00
ORD-01154,3026686-001,1,75.00
ORD-01155,IQ3925-001,1,165.00
ORD-01156,DD8959-100,1,115.00
ORD-01157,3026175,1,69.97
ORD-01158,HV8150-301,1,180.00
ORD-01159,6006725,1,75.00
ORD-01160,IQ3928-001,1,155.00
ORD-01161,FV2338-103,1,140.00
ORD-01162,DV3853-001,1,140.00
ORD-01163,HF5668-003,1,260.00
ORD-01164,3026534-100,1,160.00
ORD-01165,FV3929-103,1,150.00
ORD-01166,IQ3928-001,1,155.00
ORD-01167,3026175,1,69.97
ORD-01168,II7399-100,1,75.00
ORD-01169,FV2338-103,1,140.00
ORD-01170,IQ3928-001,1,155.00
ORD-01171,3026519,1,140.00
ORD-01172,IM2509-100,1,160.00
ORD-01173,6009107,1,100.00
ORD-01174,6008994,1,140.00
ORD-01175,3026534-100,1,160.00
ORD-01176,IM2509-100,1,160.00
ORD-01177,II7399-100,1,75.00
ORD-01178,DD8959-100,1,115.00
ORD-01179,DD8959-100,1,115.00
ORD-01180,3026175,1,69.97
ORD-01181,6006030,1,160.00
ORD-01182,6006723,1,75.00
ORD-01183,DD1391-100,1,115.00
ORD-01184,6014417,1,85.00
ORD-01185,6014417,1,85.00
ORD-01186,FN8454-300,1,180.00
ORD-01187,IQ3928-001,1,155.00
ORD-01188,6014417,1,85.00
ORD-01189,HF5668-003,1,260.00
ORD-01190,HF6414-300,1,270.00
ORD-01191,3025516-002,1,140.00
ORD-01192,HF5668-003,1,260.00
ORD-01193,6013582,1,78.00
ORD-01194,6006723,1,75.00
ORD-01195,HV8116-310,1,155.00
ORD-01196,DD1391-100,1,115.00
ORD-01197,HV8150-301,1,180.00
ORD-01198,FD8311-300,1,295.00
ORD-01199,3025517-002,1,140.00
ORD-01200,HQ2050-106,1,230.00
ORD-01201,II7399-100,1,75.00
ORD-01202,DD1503-101,1,115.00
ORD-01203,6000007,1,130.00
ORD-01204,HF6416-300,1,170.00
ORD-01205,DV3853-001,1,140.00
ORD-01206,HF6416-300,1,170.00
ORD-01207,FD8311-300,1,295.00
ORD-01208,3021235,1,60.00
ORD-01209,3026535-100,1,160.00
ORD-01210,DD8959-100,1,115.00
ORD-01211,6014417,1,85.00
ORD-01212,HF6414-300,1,270.00
ORD-01213,IQ3925-001,1,165.00
ORD-01214,6009107,1,100.00
ORD-01215,HV8150-301,1,180.00
ORD-01216,6007639,1,170.00
ORD-01217,HV8150-301,1,180.00
ORD-01218,6007639,1,170.00
ORD-01219,3026519,1,140.00
ORD-01220,DD1503-101,1,115.00
ORD-01221,HV8116-310,1,155.00
ORD-01222,HF6416-300,1,170.00
ORD-01223,II7399-100,1,75.00
ORD-01224,3026501,1,98.97
ORD-01225,DV3853-001,1,140.00
ORD-01226,6013582,1,78.00
ORD-01227,3025516-002,1,140.00
ORD-01228,3026519,1,140.00
ORD-01229,HQ2050-106,1,230.00
ORD-01230,HV8113-103,1,180.00
ORD-01231,3026501,1,98.97
ORD-01232,HV8113-103,1,180.00
ORD-01233,HV8150-301,1,180.00
ORD-01234,6000007,1,130.00
ORD-01235,II7399-100,1,75.00
ORD-01236,3025516-002,1,140.00
ORD-01237,IQ3928-001,1,155.00
ORD-01238,6006030,1,160.00
ORD-01239,3021235,1,60.00
ORD-01240,DD1503-101,1,115.00
ORD-01241,3026175,1,69.97
ORD-01242,3025516-002,1,140.00
ORD-01243,DD8959-100,1,115.00
ORD-01244,6006725,1,75.00
ORD-01245,6005287,1,125.97
ORD-01246,IQ3928-001,1,155.00
ORD-01247,DV3853-001,1,140.00
ORD-01248,DV3853-001,1,140.00
ORD-01249,6013582,1,78.00
ORD-01250,6007639,1,170.00
ORD-01251,6000007,1,130.00
ORD-01252,IQ3925-001,1,165.00
ORD-01253,HF5668-003,1,260.00
ORD-01254,3026501,1,98.97
ORD-01255,3026534-100,1,160.00
ORD-01256,3026685-001,1,75.00
ORD-01257,6007639,1,170.00
ORD-01258,3026685-001,1,75.00
ORD-01259,3026175,1,69.97
ORD-01260,HQ2050-106,1,230.00
ORD-01261,3026686-001,1,75.00
ORD-01262,6006030,1,160.00
ORD-01263,3026534-100,1,160.00
ORD-01264,FN8454-300,1,180.00
ORD-01265,6014417,1,85.00
ORD-01266,3025517-002,1,140.00
ORD-01267,3026501,1,98.97
ORD-01268,6000007,1,130.00
ORD-01269,3026519,1,140.00
ORD-01270,6006030,1,160.00
ORD-01271,6009107,1,100.00
ORD-01272,6005287,1,125.97
ORD-01273,6005287,1,125.97
ORD-01274,3025517-002,1,140.00
ORD-01275,6006030,1,160.00
ORD-01276,3026501,1,98.97
ORD-01277,6007639,1,170.00
ORD-01278,DV3854-001,1,140.00
ORD-01279,FD8311-300,1,295.00
ORD-01280,HV8116-310,1,155.00
ORD-01281,6007639,1,170.00
ORD-01282,FD8311-300,1,295.00
ORD-01283,DD1503-101,1,115.00
ORD-01284,3026534-100,1,160.00
ORD-01285,6006030,1,160.00
ORD-01286,IQ3925-001,1,165.00
ORD-01287,FV2338-103,1,140.00
ORD-01288,DD1503-101,1,115.00
ORD-01289,3026175,1,69.97
ORD-01290,3026535-100,1,160.00
ORD-01291,6008994,1,140.00
ORD-01292,IQ3925-001,1,165.00
ORD-01293,HQ2050-106,1,230.00
ORD-01294,DD1391-100,1,115.00
ORD-01295,DD1391-100,1,115.00
ORD-01296,6006725,1,75.00
ORD-01297,HV8150-301,1,180.00
ORD-01298,HF5668-003,1,260.00
ORD-01299,HF6414-300,1,270.00
ORD-01300,3026501,1,98.97
ORD-01301,DV3854-001,1,140.00
ORD-01302,6014417,1,85.00
ORD-01303,6009107,1,100.00
ORD-01304,6000007,1,130.00
ORD-01305,3026501,1,98.97
ORD-01306,3026534-100,1,160.00
ORD-01307,6005377,1,250.00
ORD-01308,FV3929-103,1,150.00
ORD-01309,II7399-100,1,75.00
ORD-01310,6000007,1,130.00
ORD-01311,3026534-100,1,160.00
ORD-01312,6006725,1,75.00
ORD-01313,HV8116-310,1,155.00
ORD-01314,DD1391-100,1,115.00
ORD-01315,DV3854-001,1,140.00
ORD-01316,HV8116-310,1,155.00
ORD-01317,6009107,1,100.00
ORD-01318,HF5668-003,1,260.00
ORD-01319,3026501,1,98.97
ORD-01320,FV2338-103,1,140.00
ORD-01321,6000007,1,130.00
ORD-01322,DD1391-100,1,115.00
ORD-01323,IM2509-100,1,160.00
ORD-01324,3025516-002,1,140.00
ORD-01325,6009107,1,100.00
ORD-01326,3025516-002,1,140.00
ORD-01327,3026535-100,1,160.00
ORD-01328,6005377,1,250.00
ORD-01329,3026685-001,1,75.00
ORD-01330,FV2338-103,1,140.00
ORD-01331,3025517-002,1,140.00
ORD-01332,3026535-100,1,160.00
ORD-01333,CW2288-111,1,115.00
ORD-01334,HF5668-003,1,260.00
ORD-01335,DV3853-001,1,140.00
ORD-01336,FD8311-300,1,295.00
ORD-01337,3026501,1,98.97
ORD-01338,3025516-002,1,140.00
ORD-01339,6006030,1,160.00
ORD-01340,6006723,1,75.00
ORD-01341,6005287,1,125.97
ORD-01342,DD1503-101,1,115.00
ORD-01343,3026519,1,140.00
ORD-01344,3026501,1,98.97
ORD-01345,6006725,1,75.00
ORD-01346,HV8116-310,1,155.00
ORD-01347,6009107,1,100.00
ORD-01348,6005287,1,125.97
ORD-01349,HF6414-300,1,270.00
ORD-01350,6008994,1,140.00
ORD-01351,DD1391-100,1,115.00
ORD-01352,HV8116-310,1,155.00
ORD-01353,6006030,1,160.00
ORD-01354,IQ3925-001,1,165.00
ORD-01355,DD1391-100,1,115.00
ORD-01356,6008994,1,140.00
ORD-01357,6005287,1,125.97
ORD-01358,DD8959-100,1,115.00
ORD-01359,6006723,1,75.00
ORD-01360,6008994,1,140.00
ORD-01361,FN8454-300,1,180.00
ORD-01362,FD8311-300,1,295.00
ORD-01363,HF5668-003,1,260.00
ORD-01364,6006725,1,75.00
ORD-01365,3026501,1,98.97
ORD-01366,3026685-001,1,75.00
ORD-01367,DV3853-001,1,140.00
ORD-01368,HF6414-300,1,270.00
ORD-01369,3026175,1,69.97
ORD-01370,3025517-002,1,140.00
ORD-01371,IQ3928-001,1,155.00
ORD-01372,6005377,1,250.00
ORD-01373,6006030,1,160.00
ORD-01374,HF5668-003,1,260.00
ORD-01375,IM2509-100,1,160.00
ORD-01376,CW2288-111,1,115.00
ORD-01377,IQ3925-001,1,165.00
ORD-01378,IQ3925-001,1,165.00
ORD-01379,DD8959-100,1,115.00
ORD-01380,3026519,1,140.00
ORD-01381,3026686-001,1,75.00
ORD-01382,3026519,1,140.00
ORD-01383,6009107,1,100.00
ORD-01384,CW2288-111,1,115.00
ORD-01385,DV3853-001,1,140.00
ORD-01386,HV8116-310,1,155.00
ORD-01387,6006030,1,160.00
ORD-01388,6008994,1,140.00
ORD-01389,6006723,1,75.00
ORD-01390,3026175,1,69.97
ORD-01391,3025517-002,1,140.00
ORD-01392,DD1391-100,1,115.00
ORD-01393,6009107,1,100.00
ORD-01394,HV8113-103,1,180.00
ORD-01395,3026535-100,1,160.00
ORD-01396,6005287,1,125.97
ORD-01397,IQ3925-001,1,165.00
ORD-01398,3026519,1,140.00
ORD-01399,HQ2050-106,1,230.00
ORD-01400,HV8116-310,1,155.00
ORD-01401,DV3854-001,1,140.00
ORD-01402,HV8116-310,1,155.00
ORD-01403,HF6416-300,1,170.00
ORD-01404,HQ2050-106,1,230.00
ORD-01405,3026686-001,1,75.00
ORD-01406,6006723,1,75.00
ORD-01407,HF6416-300,1,170.00
ORD-01408,3026686-001,1,75.00
ORD-01409,IM2509-100,1,160.00
ORD-01410,3026501,1,98.97
ORD-01411,3026501,1,98.97
ORD-01412,II7399-100,1,75.00
ORD-01413,3026535-100,1,160.00
ORD-01414,3025517-002,1,140.00
ORD-01415,6008994,1,140.00
ORD-01416,3025517-002,1,140.00
ORD-01417,DV3854-001,1,140.00
ORD-01418,HV8150-301,1,180.00
ORD-01419,3026535-100,1,160.00
ORD-01420,DD1391-100,1,115.00
ORD-01421,HV8116-310,1,155.00
ORD-01422,3025516-002,1,140.00
ORD-01423,6009107,1,100.00
ORD-01424,6000007,1,130.00
ORD-01425,CW2288-111,1,115.00
ORD-01426,FV3929-103,1,150.00
ORD-01427,DD1391-100,1,115.00
ORD-01428,HF6414-300,1,270.00
ORD-01429,3025516-002,1,140.00
ORD-01430,6006030,1,160.00
ORD-01431,DV3853-001,1,140.00
ORD-01432,FN8454-300,1,180.00
ORD-01433,HV8113-103,1,180.00
ORD-01434,6007639,1,170.00
ORD-01435,HF5668-003,1,260.00
ORD-01436,6005377,1,250.00
ORD-01437,DV3853-001,1,140.00
ORD-01438,6006723,1,75.00
ORD-01439,3026501,1,98.97
ORD-01440,HV8150-301,1,180.00
ORD-01441,3026175,1,69.97
ORD-01442,3021235,1,60.00
ORD-01443,IQ3925-001,1,165.00
ORD-01444,3025517-002,1,140.00
ORD-01445,6009107,1,100.00
ORD-01446,6005377,1,250.00
ORD-01447,DD8959-100,1,115.00
ORD-01448,3026175,1,69.97
ORD-01449,HV8113-103,1,180.00
ORD-01450,6008994,1,140.00
ORD-01451,DV3854-001,1,140.00
ORD-01452,IQ3928-001,1,155.00
ORD-01453,IM2509-100,1,160.00
ORD-01454,IQ3925-001,1,165.00
ORD-01455,DD1503-101,1,115.00
ORD-01456,IM2509-100,1,160.00
ORD-01457,3026501,1,98.97
ORD-01458,HF5668-003,1,260.00
ORD-01459,IQ3928-001,1,155.00
ORD-01460,HF5668-003,1,260.00
ORD-01461,3021235,1,60.00
ORD-01462,DD8959-100,1,115.00
ORD-01463,IQ3925-001,1,165.00
ORD-01464,DD1503-101,1,115.00
ORD-01465,6005287,1,125.97
ORD-01466,FN8454-300,1,180.00
ORD-01467,6006725,1,75.00
ORD-01468,3026501,1,98.97
ORD-01469,3026685-001,1,75.00
ORD-01470,6014417,1,85.00
ORD-01471,3021235,1,60.00
ORD-01472,DV3853-001,1,140.00
ORD-01473,6005287,1,125.97
ORD-01474,6013582,1,78.00
ORD-01475,3025516-002,1,140.00
ORD-01476,6007639,1,170.00
ORD-01477,3026685-001,1,75.00
ORD-01478,HF6414-300,1,270.00
ORD-01479,6014417,1,85.00
ORD-01480,3021235,1,60.00
ORD-01481,DV3854-001,1,140.00
ORD-01482,6009107,1,100.00
